x,target
-1.254598811526375,4.574018177883393
4.507143064099161,
2.3199394181140507,8.382118903719359
0.986584841970366,3.973349650405692
-3.439813595575635,14.832317572306978
-3.4400547966379733,
-4.419163878318005,22.529009383430633
3.6617614577493516,16.408496973458654
1.0111501174320878,4.022424559982925
2.0807257779604544,
-4.7941550570419755,25.98392271096115
4.699098521619943,25.081526915890734
3.324426408004218,
-2.8766088932172384,
-3.181750327928994,13.12353514927626
-3.165954901465662,13.023270438114448
-1.9575775704046228,6.832109944151266
0.24756431632237863,3.061288090716167
-0.6805498135788426,3.4631480487621973
-2.0877085980195806,7.3585271902448826
1.118528947223795,
-3.6050613934795814,
-2.0785535146478185,7.320384713254799
-1.336381567063083,
-0.43930015782964027,3.192984628669147
2.8517596139301364,
-3.003262178416403,12.019583712306437
0.14234438413611628,
0.9241456886204249,3.8540452537957193
-4.5354958728000225,
1.0754485190143832,4.1565895170502305
-3.294758763127085,13.855435307202718
-4.349484070147205,
4.488855372533333,23.149822555521368
4.656320330745594,
3.0839734811646107,
-1.9538623082662934,6.817577919663687
-4.023278859936161,19.186772784809214
1.8423302651215687,6.394180805782909
-0.5984750626039865,3.3581724005588454
-3.7796176515522117,17.285509591925056
-0.048230898887298146,3.0023262196074767
-4.656114788847816,
4.093204020787821,19.75431915579359
-2.412200183999831,8.818709727688818
1.6252228435398202,
-1.8828892391058902,6.545271886740759
0.20068021177810813,
0.4671027934327965,3.2181850196327217
-3.1514554447447294,
4.695846277645586,25.050972263277906
2.7513282336111455,10.569807049065826
4.394989415641891,22.315931963604253
3.9482735042764876,18.588863664571736
0.9789997881108512,3.9584405851210915
4.218742350231167,20.797787017633993
-4.115074979480805,
-3.040171375808548,
-4.54772711089462,23.681821875165927
-1.7466966923673564,
-1.1132271031051797,4.23927458308795
-2.286509682261041,8.228126527073488
3.2873750915192943,13.80683499234149
-1.432466733064107,
-2.1906549031261924,7.7989689045908275
0.4269608315824849,
-3.5907577502523735,
3.0219698075403976,12.132301517685747
-4.254493563202292,21.100715479329736
4.868869366005173,
2.7224476929665737,
-3.012843184658276,12.077224055341823
-4.944778828763976,27.450837665392438
3.154614284548341,
2.0685734384761716,7.278996070369131
2.2900716804098735,
2.712703466859457,
-4.259553482659096,21.143795871633234
-1.4153427145572737,
-3.841309404748703,
3.6310342587559354,16.184409788259266
1.2329812682755792,4.520242807918455
-1.6910197514735081,
-4.364416497139763,22.04813136050572
-1.890176782843378,6.572768270400143
-1.7481667797325295,6.056087089760402
2.2960617833806403,8.271899713101085
1.3755747135521315,4.892205792564028
3.8721274257632654,17.993370801348053
-0.27785074838050683,3.0772010383756077
-3.804057540616983,
2.1324478722299496,7.547333927778039
2.6078504861689744,
0.6127719756949626,
2.7096717995456103,
-0.06204403635609257,3.003849462447356
0.2273282938199408,
-0.7245898164145039,3.5250304020516046
-4.745808732559048,25.52270052603372
-3.9210857300669555,
-4.685708143132658,
1.3641041126378042,4.860780030115372
-1.856440189236733,
0.08570691164702815,
4.0756647392609295,19.61104306685486
-2.5070777085112503,9.285438636514023
-0.8961707696437031,3.8031220483637873
2.5555113854304867,9.530638441064845
-2.7120183450837754,10.35504350407094
-4.23020090171207,
-2.1024854708623195,
-3.387787127459956,
4.29697652342573,21.464007242871876
3.0812037956441696,12.493816830292037
1.3340375651042349,4.779656225109235
3.714605901877178,
3.0367207689911453,12.221673028822172
-3.134299411139642,
3.925589984899778,18.41025672954544
0.393422419156507,3.154781199894958
3.0744015516406247,
3.9609129992349317,
-1.8199652502813612,6.312273512231698
-3.8994807547232324,18.205950156456872
-2.720648374580583,
-0.7289221137374371,
3.1801476592249305,13.113339134473804
3.6073058325634335,16.01265536964617
-4.930478694688093,
0.10747302577565776,3.0115504512693754
-0.8258899685122101,3.6820942400890995
-2.7789218952926973,
-3.8013463266631717,17.45023389523559
-1.6238482859637204,
4.4290970391251925,
-1.7679706797924477,
0.1879062174336612,3.035308746550226
2.030189588951778,
-1.3637039762070602,
4.717820827209607,25.257833357652743
4.624472949421111,24.38575005992759
-2.4821770417463584,9.161202866572705
-0.02751494107614505,
-1.9912169018323036,6.964944750142638
-2.151595056225324,7.629361285973254
-4.6311305264546725,24.44736995306033
1.0956433397989684,4.200434328045838
0.0267902322886151,3.000717716546078
-4.485212487500107,23.117131058026896
-2.2135353576338854,
4.082658859666537,19.66810336441367
-2.604381093330276,9.782800879296204
-3.551051279087769,15.60996518671088
-0.10547239722436963,3.0111244265762553
4.856504541106007,26.58563635778327
-2.5794472848849956,9.653548295500576
1.721355474058786,
2.6161961532871754,9.844482312474614
-2.6236245600760033,9.883405832234
2.2821634861185958,8.208270177372981
-1.322168672807468,4.748129999353461
1.3230583059357945,4.750483280905694
1.3352971076089473,
0.357746840747585,
-4.097102299455917,19.786247252206966
3.35302495589238,
-1.7921993502826417,
-3.1348148960014575,12.827064432192628
-4.592248584452361,24.08874706140471
0.9089294318824184,3.826152712142096
1.7756436184228246,6.152910259645702
-4.834121710721439,26.36873271406837
0.12093058299281001,
-2.7350422480206205,
1.4517279040944988,5.107513907526606
-3.2563357099500854,13.603722255896127
1.90937738102466,6.645721983168589
-1.132646536994626,4.282888177765918
4.367299887367345,22.073308306198825
-3.6247905585400675,16.139106593281213
-1.589336489497415,5.525990476847967
-3.8652647875941093,17.940271878214936
4.246936182785628,21.036466940653764
3.7733935338098092,
-2.420583722848444,8.859225559318833
1.59984046034179,5.559489498546631
3.172222002012159,13.06299243005003
0.5520081159946235,3.3047129601239336
0.29650578356006463,
-2.581477090995483,
-4.068972321941008,19.556535756721996
3.972157579533267,
4.004180571633304,19.033462050245614
1.3310145727326796,4.771599792826757
-1.609702089512993,5.591140816982495
-1.507904253873391,
2.259556788702394,
3.9711025995257714,18.769655855960337
3.870864242651173,17.983589985035437
2.798755458576238,10.833032116910289
1.4203164615428774,5.01729885092968
-4.158600350049512,20.293956871431924
-3.3837128590538623,
3.985541885270793,
1.0642905965958995,
-4.908029483833704,
-3.9852845713396787,
1.6350176910805576,
-4.949384161537813,27.496403578481356
-3.3919194858250137,14.505117798319425
0.48733789366586144,
1.918951976926932,
1.5196125950260058,
-2.757306905394402,
2.1217922134753584,7.502002197164661
-2.6275091250319993,9.903804202126423
-1.7460030184073227,6.048526540287481
2.4649140511802416,9.075801279705791
1.496328990472147,
3.4922341049417795,
1.5761289230034334,
0.6830860333547157,3.46660652896428
-4.063252321719075,19.510019429955452
-1.3228419694056646,4.749910876021057
-2.3479763231827455,
-2.5601035662091642,9.55413026971688
4.730105547524456,25.373898490721633
-1.069022753332396,
3.9204655517711338,18.37005014262414
1.311386259972629,
2.948113035416484,
0.0263709310519209,
0.7690388462635909,
-0.07482306181136078,
-3.047570122019555,12.287683648626285
2.2245211526150532,7.948494358431805
-2.192276375591442,7.806075706976349
-4.756840335685462,
1.4547229590716784,5.11621888765026
-3.2288932059295106,
4.4045858435291425,22.400376453017326
4.539285770025874,
4.148643902204485,20.211246227298457
-1.2984129974455563,4.685876311935554
-4.845433834711326,26.478229046565303
4.283185625877254,
-0.7181585168268567,3.5157516552909507
4.666548190436696,
4.636199770892528,24.494348315623927
3.5300945546736013,15.461567564936212
-2.055511079304143,7.225125797142082
-1.1490227139807474,
3.5113667151685686,
-1.8307799484372236,
-3.305072533139075,
0.5680126245835018,3.322638341686238
4.36154774160781,
